Key,File,Type,UsedInMainMenu,NoTranslate,english,Context / Alternate Text,german,spanish,french,italian,japanese,koreana,polish,brazilian,russian,turkish,schinese,tchinese
CivilEngineerResearchBundle1,items,,New,Not Used,Civil Engineering Bundle Tier 1,,,,,,,,,,,,,
CivilEngineerResearchBundle2,items,,New,Not Used,Civil Engineering Bundle Tier 2,,,,,,,,,,,,,
CivilEngineerResearchBundle3,items,,New,Not Used,Civil Engineering Bundle Tier 3,,,,,,,,,,,,,
CivilEngineerResearchBundle4,items,,New,Not Used,Civil Engineering Bundle Tier 4,,,,,,,,,,,,,
CivilEngineerResearchBundle5,items,,New,Not Used,Civil Engineering Bundle Tier 5,,,,,,,,,,,,,
CookingResearchBundle1,items,,New,Not Used,Cooking Bundle Tier 1,,,,,,,,,,,,,
CookingResearchBundle2,items,,New,Not Used,Cooking Bundle Tier 2,,,,,,,,,,,,,
CookingResearchBundle3,items,,New,Not Used,Cooking Bundle Tier 3,,,,,,,,,,,,,
CookingResearchBundle4,items,,New,Not Used,Cooking Bundle Tier 4,,,,,,,,,,,,,
CookingResearchBundle5,items,,New,Not Used,Cooking Bundle Tier 5,,,,,,,,,,,,,
ElectronicsResearchBundle1,items,,New,Not Used,Electronics Bundle Tier 1,,,,,,,,,,,,,
ElectronicsResearchBundle2,items,,New,Not Used,Electronics Bundle Tier 2,,,,,,,,,,,,,
ElectronicsResearchBundle3,items,,New,Not Used,Electronics Bundle Tier 3,,,,,,,,,,,,,
ElectronicsResearchBundle4,items,,New,Not Used,Electronics Bundle Tier 4,,,,,,,,,,,,,
ElectronicsResearchBundle5,items,,New,Not Used,Electronics Bundle Tier 5,,,,,,,,,,,,,
MechanicalResearchBundle1,items,,New,Not Used,Mechanical Bundle Tier 1,,,,,,,,,,,,,
MechanicalResearchBundle2,items,,New,Not Used,Mechanical Bundle Tier 2,,,,,,,,,,,,,
MechanicalResearchBundle3,items,,New,Not Used,Mechanical Bundle Tier 3,,,,,,,,,,,,,
MechanicalResearchBundle4,items,,New,Not Used,Mechanical Bundle Tier 4,,,,,,,,,,,,,
MechanicalResearchBundle5,items,,New,Not Used,Mechanical Bundle Tier 5,,,,,,,,,,,,,
LeatherworkingResearchBundle1,items,,New,Not Used,"Leatherworking Bundle Tier 1.\nMakes Tannin solution.",,,,,,,,,,,,,
LeatherworkingResearchBundle1-2,items,,New,Not Used,"Leatherworking Bundle Tier 1.\nMakes Poor quality leather.",,,,,,,,,,,,,
LeatherworkingResearchBundle2,items,,New,Not Used,Leatherworking Bundle Tier 2,,,,,,,,,,,,,
LeatherworkingResearchBundle3,items,,New,Not Used,Leatherworking Bundle Tier 3,,,,,,,,,,,,,
LeatherworkingResearchBundle4,items,,New,Not Used,Leatherworking Bundle Tier 4,,,,,,,,,,,,,
LeatherworkingResearchBundle5,items,,New,Not Used,Leatherworking Bundle Tier 5,,,,,,,,,,,,,
SoftwareResearchBundle1,items,,New,Not Used,Software Bundle Tier 1,,,,,,,,,,,,,
SoftwareResearchBundle2,items,,New,Not Used,Software Bundle Tier 2,,,,,,,,,,,,,
SoftwareResearchBundle3,items,,New,Not Used,Software Bundle Tier 3,,,,,,,,,,,,,
SoftwareResearchBundle4,items,,New,Not Used,Software Bundle Tier 4,,,,,,,,,,,,,
SoftwareResearchBundle5,items,,New,Not Used,Software Bundle Tier 5,,,,,,,,,,,,,
TailoringResearchBundle1,items,,New,Not Used,Tailoring Bundle Tier 1,,,,,,,,,,,,,
TailoringResearchBundle2,items,,New,Not Used,Tailoring Bundle Tier 2,,,,,,,,,,,,,
TailoringResearchBundle3,items,,New,Not Used,Tailoring Bundle Tier 3,,,,,,,,,,,,,
TailoringResearchBundle4,items,,New,Not Used,Tailoring Bundle Tier 4,,,,,,,,,,,,,
TailoringResearchBundle5,items,,New,Not Used,Tailoring Bundle Tier 5,,,,,,,,,,,,,
AutomotiveSkillResearchNotes1,items,,New,Not Used,Automotive Notes Tier 1,,,,,,,,,,,,,
AutomotiveSkillResearchNotes2,items,,New,Not Used,Automotive Notes Tier 2,,,,,,,,,,,,,
AutomotiveSkillResearchNotes3,items,,New,Not Used,Automotive Notes Tier 3,,,,,,,,,,,,,
AutomotiveSkillResearchNotes4,items,,New,Not Used,Automotive Notes Tier 4,,,,,,,,,,,,,
AutomotiveSkillResearchNotes5,items,,New,Not Used,Automotive Notes Tier 5,,,,,,,,,,,,,
BlacksmithingSkillResearchNotes1,items,,New,Not Used,Blacksmithing Notes Tier 1,,,,,,,,,,,,,
BlacksmithingSkillResearchNotes2,items,,New,Not Used,Blacksmithing Notes Tier 2,,,,,,,,,,,,,
BlacksmithingSkillResearchNotes3,items,,New,Not Used,Blacksmithing Notes Tier 3,,,,,,,,,,,,,
BlacksmithingSkillResearchNotes4,items,,New,Not Used,Blacksmithing Notes Tier 4,,,,,,,,,,,,,
BlacksmithingSkillResearchNotes5,items,,New,Not Used,Blacksmithing Notes Tier 5,,,,,,,,,,,,
CarpentrySkillResearchNotes1,items,,New,Not Used,Carpentry Notes Tier 1,,,,,,,,,,,,,
CarpentrySkillResearchNotes2,items,,New,Not Used,Carpentry Notes Tier 2,,,,,,,,,,,,,
CarpentrySkillResearchNotes3,items,,New,Not Used,Carpentry Notes Tier 3,,,,,,,,,,,,,
CarpentrySkillResearchNotes4,items,,New,Not Used,Carpentry Notes Tier 4,,,,,,,,,,,,,
CarpentrySkillResearchNotes5,items,,New,Not Used,Carpentry Notes Tier 5,,,,,,,,,,,,,
ChemistrySkillResearchNotes1,items,,New,Not Used,Chemistry Notes Tier 1,,,,,,,,,,,,,
ChemistrySkillResearchNotes2,items,,New,Not Used,Chemistry Notes Tier 2,,,,,,,,,,,,,
ChemistrySkillResearchNotes3,items,,New,Not Used,Chemistry Notes Tier 3,,,,,,,,,,,,,
ChemistrySkillResearchNotes4,items,,New,Not Used,Chemistry Notes Tier 4,,,,,,,,,,,,,
ChemistrySkillResearchNotes5,items,,New,Not Used,Chemistry Notes Tier 5,,,,,,,,,,,,,
CivilengineerSkillResearchNotes1,items,,New,Not Used,Civil Engineering Notes Tier 1,,,,,,,,,,,,,
CivilengineerSkillResearchNotes2,items,,New,Not Used,Civil Engineering Notes Tier 2,,,,,,,,,,,,,
CivilengineerSkillResearchNotes3,items,,New,Not Used,Civil Engineering Notes Tier 3,,,,,,,,,,,,,
CivilengineerSkillResearchNotes4,items,,New,Not Used,Civil Engineering Notes Tier 4,,,,,,,,,,,,,
CivilengineerSkillResearchNotes5,items,,New,Not Used,Civil Engineering Notes Tier 5,,,,,,,,,,,,,
CookingSkillResearchNotes1,items,,New,Not Used,Cooking Notes Tier 1,,,,,,,,,,,,,
CookingSkillResearchNotes2,items,,New,Not Used,Cooking Notes Tier 2,,,,,,,,,,,,,
CookingSkillResearchNotes3,items,,New,Not Used,Cooking Notes Tier 3,,,,,,,,,,,,,
CookingSkillResearchNotes4,items,,New,Not Used,Cooking Notes Tier 4,,,,,,,,,,,,,
CookingSkillResearchNotes5,items,,New,Not Used,Cooking Notes Tier 5,,,,,,,,,,,,,
DemolitionsSkillResearchNotes1,items,,New,Not Used,Demolitions Notes Tier 1,,,,,,,,,,,,,
DemolitionsSkillResearchNotes2,items,,New,Not Used,Demolitions Notes Tier 2,,,,,,,,,,,,,
DemolitionsSkillResearchNotes3,items,,New,Not Used,Demolitions Notes Tier 3,,,,,,,,,,,,,
DemolitionsSkillResearchNotes4,items,,New,Not Used,Demolitions Notes Tier 4,,,,,,,,,,,,,
DemolitionsSkillResearchNotes5,items,,New,Not Used,Demolitions Notes Tier 5,,,,,,,,,,,,,
ElectricianSkillResearchNotes1,items,,New,Not Used,Electrical Notes Tier 1,,,,,,,,,,,,,
ElectricianSkillResearchNotes2,items,,New,Not Used,Electrical Notes Tier 2,,,,,,,,,,,,,
ElectricianSkillResearchNotes3,items,,New,Not Used,Electrical Notes Tier 3,,,,,,,,,,,,,
ElectricianSkillResearchNotes4,items,,New,Not Used,Electrical Notes Tier 4,,,,,,,,,,,,,
ElectricianSkillResearchNotes5,items,,New,Not Used,Electrical Notes Tier 5,,,,,,,,,,,,,
LeatherworkingSkillResearchNotes1,items,,New,Not Used,Leatherworking Notes Tier 1,,,,,,,,,,,,,
LeatherworkingSkillResearchNotes2,items,,New,Not Used,Leatherworking Notes Tier 2,,,,,,,,,,,,,
LeatherworkingSkillResearchNotes3,items,,New,Not Used,Leatherworking Notes Tier 3,,,,,,,,,,,,,
LeatherworkingSkillResearchNotes4,items,,New,Not Used,Leatherworking Notes Tier 4,,,,,,,,,,,,,
LeatherworkingSkillResearchNotes5,items,,New,Not Used,Leatherworking Notes Tier 5,,,,,,,,,,,,,
MechanicalSkillResearchNotes1,items,,New,Not Used,Mechanical Notes Tier 1,,,,,,,,,,,,,
MechanicalSkillResearchNotes2,items,,New,Not Used,Mechanical Notes Tier 2,,,,,,,,,,,,,
MechanicalSkillResearchNotes3,items,,New,Not Used,Mechanical Notes Tier 3,,,,,,,,,,,,,
MechanicalSkillResearchNotes4,items,,New,Not Used,Mechanical Notes Tier 4,,,,,,,,,,,,,
MechanicalSkillResearchNotes5,items,,New,Not Used,Mechanical Notes Tier 5,,,,,,,,,,,,,
MedcialSkillResearchNotes1,items,,New,Not Used,Medical Notes Tier 1,,,,,,,,,,,,,
MedcialSkillResearchNotes2,items,,New,Not Used,Medical Notes Tier 2,,,,,,,,,,,,,
MedcialSkillResearchNotes3,items,,New,Not Used,Medical Notes Tier 3,,,,,,,,,,,,,
MedcialSkillResearchNotes4,items,,New,Not Used,Medical Notes Tier 4,,,,,,,,,,,,,
MedcialSkillResearchNotes5,items,,New,Not Used,Medical Notes Tier 5,,,,,,,,,,,,,
SoftwareSkillResearchNotes1,items,,New,Not Used,Software Notes Tier 1,,,,,,,,,,,,,
SoftwareSkillResearchNotes2,items,,New,Not Used,Software Notes Tier 2,,,,,,,,,,,,,
SoftwareSkillResearchNotes3,items,,New,Not Used,Software Notes Tier 3,,,,,,,,,,,,,
SoftwareSkillResearchNotes4,items,,New,Not Used,Software Notes Tier 4,,,,,,,,,,,,,
SoftwareSkillResearchNotes5,items,,New,Not Used,Software Notes Tier 5,,,,,,,,,,,,,
TailoringSkillResearchNotes1,items,,New,Not Used,Tailoring Notes Tier 1,,,,,,,,,,,,,
TailoringSkillResearchNotes2,items,,New,Not Used,Tailoring Notes Tier 2,,,,,,,,,,,,,
TailoringSkillResearchNotes3,items,,New,Not Used,Tailoring Notes Tier 3,,,,,,,,,,,,,
TailoringSkillResearchNotes4,items,,New,Not Used,Tailoring Notes Tier 4,,,,,,,,,,,,,
TailoringSkillResearchNotes5,items,,New,Not Used,Tailoring Notes Tier 5,,,,,,,,,,,,,
resourceWoodRepairParts,items,,New,Not Used,Wood Planks and nails for upgrading frames.,,,,,,,,,,,,,
CarBatteryDead,items,,New,Not Used,Dead Car Battery,,,,,,,,,,,,,
smallEngineBroken,items,,New,Not Used,Broken Small Engine,,,,,,,,,,,,,
Waterpump,items,,New,Not Used,Water Pump,,,,,,,,,,,,,
StarterMotor,items,,New,Not Used,Starter Motor,,,,,,,,,,,,,
Alternator,items,,New,Not Used,Alternator,,,,,,,,,,,,,
foodGrub,items,,New,Not Used,Grub,,,,,,,,,,,,,
foodWildSeeds,items,,New,Not Used,Wild Seeds,,,,,,,,,,,,,
foodCookedGrub,items,,New,Not Used,Cooked Grub,,,,,,,,,,,,,
foodBread,items,,New,Not Used,Bread,,,,,,,,,,,,,
foodFries,items,,New,Not Used,French Fries,,,,,,,,,,,,,
foodPancakes,items,,New,Not Used,Pancakes,,,,,,,,,,,,,
foodCornOil,items,,New,Not Used,Corn Oil,,,,,,,,,,,,,
foodMapleSyrup,items,,New,Not Used,Maple Syrup,,,,,,,,,,,,,
foodBoneBroth,items,,New,Not Used,Bone Broth,,,,,,,,,,,,,
diceD20,items,,New,Not Used,20 sided dice,,,,,,,,,,,,,
AutoTurretProgram,items,,New,Not Used,Auto Turret Firmware,,,,,,,,,,,,,
BladeTrapProgram,items,,New,Not Used,Blade Trap Firmware,,,,,,,,,,,,,
CandyMineProgram,items,,New,Not Used,Can dymine Firmware,,,,,,,,,,,,,
CookingPotMineProgram,items,,New,Not Used,Cooking Potmine Firmware,,,,,,,,,,,,,
DroneMedicProgram,items,,New,Not Used,Drone Medic Software Upgrade,,,,,,,,,,,,,
DroneProgram,items,,New,Not Used,Drone Firmware,,,,,,,,,,,,,
FlameThrowerTrapProgram,items,,New,Not Used,Flaem Thrower Firmware,,,,,,,,,,,,,
HamRadioProgram,items,,New,Not Used,Ham Radio Firmware,,,,,,,,,,,,,
HubcapMineProgram,items,,New,Not Used,Hubcap Mine Firmware,,,,,,,,,,,,,
JunkTurretProgram,items,,New,Not Used,Junk Turret Firmware,,,,,,,,,,,,,
LargeGeneratorProgram,items,,New,Not Used,Large Generator Firmware,,,,,,,,,,,,,
MotionCameraProgram,items,,New,Not Used,Motion Camera Firmware,,,,,,,,,,,,,
NightVisionProgram,items,,New,Not Used,Nightvision Firmware,,,,,,,,,,,,,
ShotgunTurretProgram,items,,New,Not Used,Shotgun Turret Firmware,,,,,,,,,,,,,
SledgeTurretProgram,items,,New,Not Used,Sledge Turret Firmware,,,,,,,,,,,,,
SolarBankProgram,items,,New,Not Used,Solar Bank Firmware,,,,,,,,,,,,,
StunRepulsorProgram,items,,New,Not Used,Stun Repulsor Software Upgrade,,,,,,,,,,,,,
TimedChargeProgram,items,,New,Not Used,Timed Charge Firmware,,,,,,,,,,,,,
BlankProgram,items,,New,Not Used,Blank Firmware Chip,,,,,,,,,,,,,
resourceLeather,items,,New,Not Used,Leather,,,,,,,,,,,,,
BarkChips,items,,New,Not Used,Bark Chips,,,,,,,,,,,,,
TanninSolution,items,,New,Not Used,Tannin Solution,,,,,,,,,,,,,
IronAxeHead,items,,New,Not Used,Iron Axe Head,,,,,,,,,,,,,
IronShovelHead,items,,New,Not Used,Iron Shovel Head,,,,,,,,,,,,,
IronPickaxeHead,items,,New,Not Used,Iron Pickaxe Head,,,,,,,,,,,,,
IronHammerHead,items,,New,Not Used,Iron Hammer Head,,,,,,,,,,,,,
SteelAxeHead,items,,New,Not Used,Steel Axe Head,,,,,,,,,,,,,
SteelShovelHead,items,,New,Not Used,Steel Shovel Head,,,,,,,,,,,,,
SteelPickaxeHead,items,,New,Not Used,Steel Pickaxe Head,,,,,,,,,,,,,
MotorcycleFrame,items,,New,Not Used,Motorcycle Frame,,,,,,,,,,,,,
MotorcycleShocksFront,items,,New,Not Used,Motorcycle Shocks Front,,,,,,,,,,,,,
MotorcycleShocksRear,items,,New,Not Used,Motorcycle Shocks Rear,,,,,,,,,,,,,
MotorCycleEngine,items,,New,Not Used,Motorcycle Engine,,,,,,,,,,,,,
CarEngine,items,,New,Not Used,Car Engine,,,,,,,,,,,,,
CarEngineBroken,items,,New,Not Used,Broken Car Engine,,,,,,,,,,,,,
MotorCycleEngineBroken,items,,New,Not Used,Broken Motorcycle Engine,,,,,,,,,,,,,
vehicle4x4TruckAccessoriesExhaust,items,,New,Not Used,4x4 Truck Exhaust Accessories,,,,,,,,,,,,,
vehicle4x4TruckAccessoryFront,items,,New,Not Used,4x4 Truck Front Accessories,,,,,,,,,,,,,
vehicle4x4TruckChassisBackend,items,,New,Not Used,4x4 Truck Chassis Backend,,,,,,,,,,,,,
vehicle4x4TruckChassisFront,items,,New,Not Used,4x4 Truck Chassis Front,,,,,,,,,,,,,
professionArchitect,items,,New,Not Used,Architect and Civil Engineer,,,,,,,,,,,,,
professionArchitectDesc,items,,New,Not Used,Profession bonus to Civil Engineer.\nProfession bonus to Construction.\nCivil Engineering level 15.\nConstruction level 15.\nStarting Items:\n-Claw Hammer-Cement Mixer-Grave Digger Mod-Iron Sledge Hammer,,,,,,,,,,,,,
hobbyArchitect,items,,New,Not Used,Home Improvement Enthusiast,,,,,,,,,,,,,
hobbyArchitectDesc,items,,New,Not Used,Hobby bonus to Civil Engineer.\nCivil Engineering level 5.\nStarting Items:\n-Claw Hammer,,,,,,,,,,,,,
professionAutomotivemechanic,items,,New,Not Used,Automotive Mechanic,,,,,,,,,,,,,
professionAutomotivemechanicDesc,items,,New,Not Used,Profession bonus to Automotive.\nAutomotive level 15.\nStarting Items:\nWrench-Repair Kit x20-Fuel Saver Schematic-Vehicle Reserve Fuel Tank Schematic,,,,,,,,,,,,,
hobbyAutomotivemechanic,items,,New,Not Used,Automotive Enthusiast,,,,,,,,,,,,,
hobbyAutomotivemechanicDesc,items,,New,Not Used,Hobby bonus to Automotive.\nAutomotive level 5.\nStarting Items:\n-Repair Kit x20,,,,,,,,,,,,,
professionBlacksmith,items,,New,Not Used,Blacksmith,,,,,,,,,,,,,
professionBlacksmithDesc,items,,New,Not Used,Profession bonus to Blacksmithing.\nBlacksmithing level 15.\nStarting Items:\nAnvil-Wrought Iron x75-Leather x5-Sledge Hammer,,,,,,,,,,,,,
hobbyBlacksmith,items,,New,Not Used,Blacksmithing Hobbiest,,,,,,,,,,,,,
hobbyBlacksmithDesc,items,,New,Not Used,Hobby bonus to Blacksmithing.\nBlacksmithing level 5.\nStarting Items:\n-Wrought Iron 25,,,,,,,,,,,,,
professionBurglar,items,,New,Not Used,Burglar,,,,,,,,,,,,,
professionBurglarDesc,items,,New,Not Used,"Profession bonus to Lockpicking.\nHobby bonus to Parkour.\nHobby bonus to Running.\nHobby bonus to Scavenging.\nHobby bonus to Stealth.\nLevel 15 in Scavenging,Lockpicking,Backpacking,Stealth.\nLevel 5 in Running,Parkour,Blade.\nStarting Items:\nLockpicks x20,Night Vision Goggles,Impact Brace,Cloth Boots,ZU Lettermans Jacket",,,,,,,,,,,,,
hobbyBurglar,items,,New,Not Used,Miscreant,,,,,,,,,,,,,
hobbyBurglarDesc,items,,New,Not Used,"Hobby bonus to Lockpicking.\nLevel 5 in Lockpicking,Running,Scavenging.\nStarting Items:\n-Lockpicks 10",,,,,,,,,,,,,
professionCarpenter,items,,New,Not Used,Carpenter,,,,,,,,,,,,,
professionCarpenterDesc,items,,New,Not Used,"Profession bonus to Carpentry.\nLevel 15 in Caprentry.\nStarting Items:\nNails x2000,Wood Splitter Mod,Simple Mechanical Parts x10,Low Quality Wood x100",,,,,,,,,,,,,
hobbyCarpenter,items,,New,Not Used,Wood Tinkerer,,,,,,,,,,,,,
hobbyCarpenterDesc,items,,New,Not Used,"Hobby bonus to Carpentry.\Carpentry level 5.\nStarting Items:\nWood Splitter Mod",,,,,,,,,,,,,
professionChemist,items,,New,Not Used,Chemist,,,,,,,,,,,,,
professionChemistDesc,items,,New,Not Used,"Profession bonus to Chemistry.\nChemistry level 15.\nStarting Items:\nSteroids x5,Painkillers x5,Acid x10,Glue x15,Pipebomb x10,Beaker,Cooking Pot x2",,,,,,,,,,,,,
hobbyChemist,items,,New,Not Used,Home Chemist,,,,,,,,,,,,,
hobbyChemistDesc,items,,New,Not Used,"Hobby bonus to Chemistry.\Chemistry level 5.\nStarting Items:\nAcid x5",,,,,,,,,,,,,
professionCook,items,,New,Not Used,Cook,,,,,,,,,,,,,
professionCookDesc,items,,New,Not Used,"Profession bonus to Cooking.\nCooking level 15.\nStarting Items:\nGolden Rod Tea x5,Red Tea x5,Cooking Pot,Grill,Pumpkin Cheese Cake x5",,,,,,,,,,,,,
hobbyCook,items,,New,Not Used,Foodie,,,,,,,,,,,,,
hobbyCookDesc,items,,New,Not Used,"Hobby bonus to Cooking.\nCooking level 5.\nStarting Items:\nCooking Pot",,,,,,,,,,,,,
professionElectricalEngineer,items,,New,Not Used,Electrical Engineer,,,,,,,,,,,,,
professionElectricalEngineerDesc,items,,New,Not Used,"Profession bonus to Electrical Engineer.\nElectrical Engineer level 15.\nStarting Items:\nGenerator Bank,Wire Tool,Light Bulb x3,Small Engine,Simple Electronic Parts x20,Junk Turret,Junk Turret Ammo x500",,,,,,,,,,,,,
hobbyElectricalEngineer,items,,New,Not Used,Electrical Hobbiest,,,,,,,,,,,,,
hobbyElectricalEngineerDesc,items,,New,Not Used,"Hobby bonus to Electrical Engineer.\nElectrical Engineer level 5.\nStarting Items:\nSimple Electronic Parts x10",,,,,,,,,,,,,
professionFarmer,items,,New,Not Used,Farmer,,,,,,,,,,,,,
professionFarmerDesc,items,,New,Not Used,"Profession bonus to Farmer.\nHobby bonus to Foraging.\nFarmer level 15.\nForaging level 5.\nStarting Items:\nCowboy Hat,Farm Plot x6,Empty Farm Plot x6, Stone Spear,Iron Shovel,Repair Kit x10",,,,,,,,,,,,,
hobbyFarmer,items,,New,Not Used,Home Grower,,,,,,,,,,,,,
hobbyFarmerDesc,items,,New,Not Used,"Hobby bonus to Farmer.\nFarmer level 5.\nStarting Items:\nEmpty Farm Plot x6",,,,,,,,,,,,,
professionGeneralist,items,,New,Not Used,Generalist,,,,,,,,,,,,,
professionGeneralistDesc,items,,New,Not Used,"As a Generalist you moved from job to job. Get 5 additional hobby tokens instead of a profession.\nStarting Items:\nhobby tokens x5,Repair Kit x5,Claw Hammer,Duct Tape x10,Cooking Pot,Low Quality Wood x50,Dukes x500",,,,,,,,,,,,,
professionLeatherworker,items,,New,Not Used,Leatherworker,,,,,,,,,,,,,
professionLeatherworkerDesc,items,,New,Not Used,"Profession bonus to Leatherworking.\nHobby bonus to Tailoring and Tanning.\nLeatherworking level 15.\nTailoring and Tanning level 5.\nStarting Items:\nLow Quality Wrought Iron x25,Simple Mechanical Parts x5,Simple Electronic Parts x5,Leather Duster,Leather Knuckles,Leather Boots,Leather Gloves,Leather Chest,Improved Fittings x3",,,,,,,,,,,,,
hobbyLeatherworker,items,,New,Not Used,Leather Enthusiast,,,,,,,,,,,,,
hobbyLeatherworkerDesc,items,,New,Not Used,"Hobby bonus to Leatherworking.\nLeatherworking level 5.\nStarting Items:\nLeather Duster",,,,,,,,,,,,,
professionMartialArtist,items,,New,Not Used,Martial Arts Teacher,,,,,,,,,,,,,
professionMartialArtistDesc,items,,New,Not Used,"Profession bonus to Fist and Running.\nHobby Bonus to Parkour, Blade, Club, Bow, Improvised.\nFist and Running level 15.\nParkour, Blade, Club, Bow, Improvised level 5.\nStarting Items:\nIron Knuckles, Wooden Bow, Wooden Club, Structural Brace Mod, Iron Arrows x5, Repair Kit x2",,,,,,,,,,,,,
hobbyMartialArtist,items,,New,Not Used,Self Defense Student,,,,,,,,,,,,,
hobbyMartialArtistDesc,items,,New,Not Used,"Hobby bonus to Fist.\Fist and Runnng level 5.\nStarting Items:\nIron Knuckles",,,,,,,,,,,,,
professionMechanicalEngineer,items,,New,Not Used,Mechanical Engineer,,,,,,,,,,,,,
professionMechanicalEngineerDesc,items,,New,Not Used,"Profession bonus to Mechanical Engineer.\nMechanical Engineer level 15.\nStarting Items:\nWrench,Simple Mechanical Parts x20,Leather 5,Bicycle",,,,,,,,,,,,,
hobbyMechanicalEngineer,items,,New,Not Used,Mr Fixit,,,,,,,,,,,,,
hobbyMechanicalEngineerDesc,items,,New,Not Used,Hobby bonus to Mechanical Engineer.\nMechanical Engineer level 5.\nStarting Items:\nSimple Mechanical Parts x10,,,,,,,,,,,,,
professionPoliceOfficer,items,,New,Not Used,Police Officer,,,,,,,,,,,,,
professionPoliceOfficerDesc,items,,New,Not Used,"Profession bonus to Pistol and Club.\nPistol and Club level 15.\nStarting Items:\nPipe Baton, Shades (cosmetic), Pistol, 9mm ammo x100",,,,,,,,,,,,,
hobbyPoliceOfficer,items,,New,Not Used,Crime Chaser,,,,,,,,,,,,,
hobbyPoliceOfficerDesc,items,,New,Not Used,Hobby bonus to Pistol.\nPistol level 5.\nStarting Items:\nPipe Baton,,,,,,,,,,,,,
professionSoftwareEngineer,items,,New,Not Used,Software Engineer,,,,,,,,,,,,,
professionSoftwareEngineerDesc,items,,New,Not Used,"Profession bonus to Software Engineer.\nSoftware Engineer level 15.\nStarting Items:\nLaptop, Blank Program x20, Simple Electronic Parts x5, Low Quality Wrought Iron x25, Mega Crush x3, Junk Sledge",,,,,,,,,,,,,
hobbySoftwareEngineer,items,,New,Not Used,Script Kiddy,,,,,,,,,,,,,
hobbySoftwareEngineerDesc,items,,New,Not Used,"Hobby bonus to Software Engineer.\nSoftware Engineer level 5.\nStarting Items:\nBlank Program x10",,,,,,,,,,,,,
professionSoldier,items,,New,Not Used,Soldier,,,,,,,,,,,,,
professionSoldierDesc,items,,New,Not Used,"Profession bonus to Machinegun.\nDemolitions, Rifle, Machinegun level 15.\nStarting Items:\nAK-47, Army Pants, Army Shirt, 7.62mm ammo x200, Night Vision Goggles",,,,,,,,,,,,,
hobbySoldier,items,,New,Not Used,Weekend Warrior,,,,,,,,,,,,,
hobbySoldierDesc,items,,New,Not Used,"Hobby bonus to Rifle.\nRifle level 5.\nStarting Items:\nArmy Pants, Army Shirt",,,,,,,,,,,,,
professionTailor,items,,New,Not Used,Tailor,,,,,,,,,,,,,
professionTailorDesc,items,,New,Not Used,"Profession bonus to Tailoring.\nTailoring level 15.\nLeatherworking level 5.\nStarting Items:\nSewing Kit x10, Lettermans Jacket, Flannel Shirt, Low Quality Wrought Iron x20, Simple Mechanical Parts x5, Simple Electrical Parts x5, Clothing Pocket Mod x3, Duct Tape x10",,,,,,,,,,,,,
hobbyTailor,items,,New,Not Used,Fabric Fanatic,,,,,,,,,,,,,
hobbyTailorDesc,items,,New,Not Used,"Hobby bonus to Tailoring.\nTailoring level 5.\nStarting Items:\Sewing Kit x5",,,,,,,,,,,,,
noteDuke01,items,,New,Not Used,Objectives,,,,,,,,,,,,,
